Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
Mo2(mhp)2(OOCMe)2	C16H18Mo2O6	-1205.0	14.0	B2001134	10241-03-9	1997MAR0B	Review
Mo2(O-i-Pr)6	C18H42Mo2O6	-1550.0	13.0	B2001135		1997MAR0B	Review
Mo2(OOCMe)4	C8H12Mo2O8	-1801.0	11.0	B2001136	10241-04-0	1997MAR0B	Review
Mo2(OOCMe)2(acac)2	C14H20Mo2O8	-1646.0	11.0	B2001137		1997MAR0B	Review
Mo2(O-i-Pr)8	C24H56Mo2O8	-2157.0	18.0	B2001138	10241-05-1	1997MAR0B	Review
W(Cp)2(OOCPh)2	C24H20O4W	-358.0	13.0	B2001155		1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
W(Cp)2(OOCCF3)2	C14H10F6O4W	-1832.0	13.0	B2001156	10250-48-3	1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
W(Cp)2(SEt)2	C14H20S2W	163.0	13.0	B2001157		1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
W(Cp)2(SPr)2	C16H24S2W	111.0	13.0	B2001158	102-54-5	1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
W(Cp)2(SPh)2	C22H20S2W	427.0	13.0	B2001159		1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
W(Cp)2(I)(H)	C10H11IW	280.0	12.0	B2001160	102-67-0	1997MAR0B	Review # The enthalpy of formation relies on the enthalpy of solution of HI in toluene, -29.6±2.3 kJ/mol 1979CAL/DIA129, and on the enthalpy of formation of W(Cp)2(I)2(cr), 68.9±10.2 kJ/mol
W(Cp)2(Cl)2	C10H10Cl2W	32.1	5.1	B2001161		1997MAR0B	Review
W(Cp)2(Br)2	C10H10Br2W	132.0	15.0	B2001162	102-69-2	1997MAR0B	Review # The enthalpy of formation relies on 226.2±8.6 kJ/mol for the enthalpy of formation of W(Cp)2(H)2(cr)
W(Cp)2(I)2	C10H10I2W	221.6	5.3	B2001163		1997MAR0B	Review
W(CO)5	C5O5W	-581.0	13.0	B2001165	102-71-6	1997MAR0B	Review # Temperature range: 745-810 K.
W(CO)4	C4O4W	-303.0	64.0	B2001167		1997MAR0B	Review
W(CO)3	C3O3W	-88.0	42.0	B2001168	10284-49-8	1997MAR0B	Review # The enthalpy of formation of W(CO)3 relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)5[C(OMe)Ph]	C13H8O6W	-661.0	11.0	B2001172		1997MAR0B	Review
W(CO)5(MeCN)	C7H3NO5W	-672.0	4.2	B2001173	10294-33-4	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)5(pz)	C8H4N2O5W	-539.5	7.0	B2001178		1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)5(C4H4N2)	C9H4N2O5W	-532.9	5.2	B2001179	10294-34-5	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)4(MeCN)2	C8H6N2O4W	-456.2	7.6	B2001208		1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)4(pip)2	C14H22N2O4W	-784.0	16.0	B2001209	10294-54-9	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
W(CO)3(cy-C7H8)	C10H8O3W	-146.1	4.8	B2001221		1997MAR0B	Review
W(CO)3(MeCN)3	C9H9N3O3W	-302.0	13.0	B2001223	103-01-5	1997MAR0B	Review
W(CO)3(py)3	C18H15N3O3W	-116.0	14.0	B2001224		1997MAR0B	Review # The enthalpy of formation relies on -960.3±2.4 kJ/mol for the enthalpy of formation of W(CO)6(cr)
W2(NMe2)6	C12H36N6W2	132.0	11.0	B2001252	10315-59-0	1997MAR0B	Review
Mn(CO)5(COPh)	C12H5MnO6	-724.7	8.2	B2001264		1997MAR0B	Review # The enthalpy formation relies on -588.9±7.0 kJ/mol for the enthalpy of formation of Mn(CO)5(Ph)(g)
Mn2(CO)9	C9Mn2O9	-1315.8	9.4	B2001295	10325-39-0	1997MAR0B	Review # The enthalpy of formation of Mn2(CO)9 relies on -1585.3±4.3 kJ/mol for the enthalpy of formation of Mn2(CO)10(g)
Fe(Cp)	C5H5Fe	368.0	16.0	B2001314		1997MAR0B	Review
Fe(CO)(1,3-C4H6)2	C9H12FeO	51.6	9.4	B2001342	103-29-7	1997MAR0B	Review # The error bars were quoted from 1982PIL/SKI0C
Fe(CO)(1,3-cy-C6H8)2	C13H16FeO	23.5		B2001343		1997MAR0B	Review
Fe2(CO)9	C9Fe2O9	-1335.0	22.0	B2001352	103-30-0	1997MAR0B	Review
Fe2Ru(CO)12	C12Fe2O12Ru	-1721.0	21.0	B2001401		1997MAR0B	Review
FeRu2(CO)12	C12FeO12Ru2	-1789.0	23.0	B2001402	103434-09-9	1997MAR0B	Review
Co4(CO)12	C12Co4O12	-1748.0	15.0	B2001476		1997MAR0B	Review
Co4(CO)9(C6H6)	C15H6Co4O9	-1196.0	22.0	B2001480	10352-87-1	1997MAR0B	Review
Co4(CO)9(1,3,5-Me3C6H3)	C18H12Co4O9	-1310.0	22.0	B2001481		1997MAR0B	Review
Co4(CO)9(C6Me6)	C21H18Co4O9	-1382.0	30.0	B2001482	10359-20-3	1997MAR0B	Review
Rh4(CO)12	C12O12Rh4	-1724.0	24.0	B2001596		1997MAR0B	Review
Ir4(CO)12	C12Ir4O12	-1716.0	26.0	B2001789	10361-37-2	1997MAR0B	Review
W(PhMe)2	C14H16W	353.0	11.0	B2001793		1997MAR0B	Review
Hf(acac)4	C20H28HfO8	-2130.0	35.0	B2001895	103-65-1	1997MAR0B	Review
V(O)(OBu)3	C12H27O4V	-1144.8		B2001907		1997MAR0B	Review
Al(Cl)2(i-Bu)	C4H9AlCl2	-225.6		B2001914	10365-94-3	1997MAR0B	Review
Ge(Me)3(OEt)	C5H14GeO	-366.9		B2002124		1997MAR0B	Review # The enthalpy of formation relies on -569.0±16.7 kJ/mol for the estimated enthalpy of formation of [Ge(Me)3]2O(l) 1972BAL/LAP0.
Ge(Me)3(SBu)	C7H18GeS	-229.1		B2002125	103-69-5	1997MAR0B	Review # The enthalpy of formation relies on -569.0±16.7 kJ/mol for the estimated enthalpy of formation of [Ge(Me)3]2O(l) 1972BAL/LAP0. It is also assumed that the enthalpy of solution of BuSH(l) in (HCl,55H2O)(solution) is negligible 1972BAL/LAP0.
Sn(Me)3(OEt)	C5H14OSn	-263.3		B2002128		1997MAR0B	Review # The enthalpy of formation relies on -379.8±4.1 kJ/mol for the enthalpy of formation of Sn(Me)3(OH)(cr).
Sn(Me)3(SBu)	C7H18SSn	-155.6		B2002129	103-71-9	1997MAR0B	Review # The enthalpy of formation relies on -379.8±4.1 kJ/mol for the enthalpy of formation of Sn(Me)3(OH)(cr). It is also assumed that the enthalpy of solution of BuSH(l) in (HCl,55H2O)(solution) is negligible 1972BAL/LAP0.
[Sn(Me)3]2(NMe)	C5H15NSn2	-81.3		B2002131		1997MAR0B	Review # The enthalpy of formation relies on -379.8±4.1 kJ/mol for the enthalpy of formation of Sn(Me)3(OH)(cr).
[Sn(Me)3]3(N)	C9H27NSn3	-59.1		B2002132	103-73-1	1997MAR0B	Review # The enthalpy of formation relies on -379.8±4.1 kJ/mol for the enthalpy of formation of Sn(Me)3(OH)(cr).
p-Nitroaniline	C6H6N2O2	55.2	1.8	C100016		1983NIS/SAK3171-3172	Ccr
Phenol, 4-nitro-	C6H5NO3	-114.7	1.2	C100027	10377-48-7	1994SAB/GOU1651-1660	Ccr
1-Tert-butoxybutane	C8H18O	-361.0	1.9	C1000631		1991SHA/MIS637-642	Ccb
Benzoyl chloride, 4-methoxy-	C8H7ClO2	-261.9184	5.0208	C100072	10377-51-2	1992GUT/PIK1671-1683	Cm # Hydrolysis
Benzoic acid, 4-methoxy-	C8H8O3	-451.9	1.4	C100094		1978COL/JIM661-665	Ccb
Molybdenum tetrakis(dimethylamide)	C8H24MoN4	131.3	7.9	C100207689	10377-58-9	1997MAR0B	Review
nitryl fluoride	FNO2	-108.78		C10022501		1998CHA1-1951	Review # Data last reviewed in December, 1965
Benzenamine, N,N-dimethyl-4-nitro-	C8H10N2O2	62.8	2.6	C100232	103-79-7	1994ACR/TUC85-90	Ccb
Calcium monobromide	BrCa	-49.4		C10024438		1998CHA1-1951	Review # Data last reviewed in December, 1974
Nitrous oxide	N2O	82.05		C10024972	103905-52-8	1998CHA1-1951	Review # Data last reviewed in December, 1964
Sulfur monochloride	Cl2S2	-16.74		C10025679		1998CHA1-1951	Review # Data last reviewed in June, 1978
Trichlorosilane	HCl3Si	-496.22		C10025782	10409-06-0	1998CHA1-1951	Review # Data last reviewed in December, 1976
8-Aminocaprylic acid	C8H17NO2	-524.0	4.0	C1002579		1983SKO/SAB203-214	Ccb
Phosphorus oxychloride	Cl3OP	-559.82		C10025873	10424-38-1	1998CHA1-1951	Review # Data last reviewed in June, 1962
Silicon tetrachloride	Cl4Si	-662.75		C10026047		1998CHA1-1951	Review # Data last reviewed in December, 1970
zirconium tetrachloride	Cl4Zr	-869.98		C10026116	10431-98-8	1998CHA1-1951	Review # Data last reviewed in June, 1975
niobium pentachloride	Cl5Nb	-703.33		C10026127		1998CHA1-1951	Review # Data last reviewed in December, 1974
cobalt difluoride	CoF2	-356.48		C10026172	10435-68-4	1998CHA1-1951	Review # Data last reviewed in June, 1970
Ozone	O3	142.67		C10028156		1998CHA1-1951	Review # Data last reviewed in June, 1961
Cyclopentanamine	C5H11N	-54.85224	0.9204800000000001	C1003038	104-51-8	1975GOO/MES285-291	Ccb
Dihydro-3-(2H)-thiophenone	C4H6OS	-135.26872	1.96648	C1003049		1972GEI/SAW43-48	Ccb
Dihydro-2(3H)-thiophenone	C4H6OS	-196.18776	1.96648	C1003107	104-76-7	1972GEI/SAW43-48	Ccb
Mercury bromide	BrHg	104.18		C10031182		1998CHA1-1951	Review # Data last reviewed in December, 1961
lead dibromide	Br2Pb	-104.39		C10031228	10476-81-0	1998CHA1-1951	Review # Data last reviewed in December, 1973
Hydrogen iodide	HI	26.5	0.1	C10034852		1984COX/WAG1B	Review # CODATA Review value
Hydrogen bromide	HBr	-36.29	0.16	C10035106	10476-85-4	1984COX/WAG1B	Review # CODATA Review value
Bicyclo(3.3.1)nonan-3-one	C9H14O	-254.3872	8.368	C10036096		1979STE0	Ccb
Tetrafluorohydrazine	F4N2	-8.37		C10036472	10476-86-5	1998CHA1-1951	Review # Data last reviewed in March, 1964
Benzene, (bromomethyl)-	C7H7Br	83.68	3.7656	C100390		1957BEN/BUS104-109	Eqk
Cyclohexene, 4-ethenyl-	C8H12	69.53808000000001	1.4644	C100403	1048-05-1	1972KOZ/TIM1689-1690	Ccb
Ethylbenzene	C8H10	29.790080000000003	0.8368000000000001	C100414		1945PRO/GIL65-70	Ccb # Hf by 1946PRO/JOH455-461
Styrene	C8H8	146.90024	1.00416	C100425	104-90-5	1945PRO/ROS59-63	Ccb
Boron nitride	BN	476.98		C10043115		1998CHA1-1951	Review # Data last reviewed in June, 1966
Boric acid	BH3O3	-992.28		C10043353	10495-45-1	1998CHA1-1951	Review # Data last reviewed in December, 1964
calcium chloride	CaCl2	-471.54		C10043524		1998CHA1-1951	Review # Data last reviewed in June, 1970
Benzyl chloride	C7H7Cl	18.828	3.3472000000000004	C100447	10500-57-9	1956KIR11-21	Cm # heat of formation derived by 1970COX/PIL1-636B
Benzylamine	C7H9N	87.78032	2.7196000000000002	C100469		1977CAR/LAY827-829	Ccb
Benzonitrile	C7H5N	219.0		C100470	10514-79-1	1985LEB/BYK274-279	
4-Pyridinecarbonitrile	C6H4N2	283.5	1.1	C100481		1984BIC/PIL373-378	Ccb
Chlorine dioxide	ClO2	104.6		C10049044	105-34-0	1998CHA1-1951	Review # Data last reviewed in December, 1992
titanium dichloride	Cl2Ti	-237.23		C10049066		1998CHA1-1951	Review # Data last reviewed in December, 1968
Pentafluoroguanidine	CF5N3	95.68808000000001	3.64008	C10051066	105-37-3	1967SIN/THO1852-1854	Cm # Reanalyzed by 1970COX/PIL1-636B, Original value = 23.0 kcal/mol; Energy of explosion
Benzyl alcohol	C7H8O	-94.6	3.0	C100516		1995PAP/PIM1951-1953	Ccr
Benzaldehyde	C7H6O	-36.8	3.0	C100527	10544-72-6	1975AMB/CON1143-1157	Ccb
Benzenemethanethiol	C7H8S	93.13584000000002	1.12968	C100538		1972GOO158-162	Ccr
3-Pyridinecarbonitrile	C6H4N2	277.9	2.0	C100549	10544-73-7	1984BIC/PIL373-378	Ccb
Bullvalene	C10H10	334.1	3.3	C1005512		1981MAN/SUN671-675	Ccb
Aniline, N-methyl-	C7H9N	84.09840000000001	6.276	C100618	10545-99-0	1993GUT/BAR2111-2122	Cm
Hydrazine, phenyl-	C6H8N2	202.88216000000003	1.21336	C100630		1972LEB/KAT1088	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = 48.39$(0.30) kcal/mol
Cyclohexanone, oxime	C6H11NO	-74.88		C100641	10546-01-7	1992KOZ/KAB883-895	Ccb # see 1989KOZ/MAR547-550
Anisole	C7H8O	-67.9	1.2	C100663		1975FEN/HAR943-954	Ccb
Isoxazole, 3-phenyl-	C9H7NO	139.3272	6.276	C1006651	1055-23-8	1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
5-Phenyl-1,2-oxazole	C9H7NO	160.2472	6.276	C1006673		1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Benzene, (methylthio)-	C7H8S	97.278	0.8368000000000001	C100685	105-53-3	1972GOO158-162	Ccr # Reanalyzed by 1986PED/NAY1-792B, Original value = 23.33$(0.18) kcal/mol
2-Pyridinecarbonitrile	C6H4N2	280.7	1.5	C100709		1984BIC/PIL373-378	Ccb
Piperidine, 1-nitroso-	C5H10N2O	16.736	2.092	C100754	10553-31-8	1974GOL/PEP1417-1419	Ccb
Quinuclidine	C7H13N	-4.30952	1.29704	C100765		1971WON/WES5317-5321	Ccr # see 1967WES/WON1-7
Isoxazole, 5-methyl-3-phenyl-	C10H9NO	98.7424	7.5312	C1008748	105-54-4	1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Isoxazole, 3-methyl-5-phenyl-	C10H9NO	102.50800000000001	7.5312	C1008759		1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Methenamine	C6H12N4	199.1584	2.9288	C100970	10557-44-5	1970MAN/RAP7296-7299	Ccr
silicon monoxide	OSi	-100.42		C10097286		1998CHA1-1951	Review # Data last reviewed in September, 1967
Bromine, atomic	Br	111.87	0.12	C10097322	105-57-7	1984COX/WAG1B	Review # CODATA Review value
Amyl-t-butyl ether	C9H20O	-380.6	6.8	C10100955		1990ROZ/BAR327-333	Eqk
lead diiodide	I2Pb	-3.18		C10101630	10557-82-1	1998CHA1-1951	Review # Data last reviewed in December, 1973
Dinitrogen pentoxide	N2O5	11.3		C10102031		1998CHA1-1951	Review # Data last reviewed in December, 1964
Nitric oxide	NO	90.29		C10102439	105-58-8	1998CHA1-1951	Review # Data last reviewed in June, 1963
Nitrogen dioxide	NO2	33.1		C10102440		1998CHA1-1951	Review # Data last reviewed in September, 1964
calcium iodide	CaI2	-258.15		C10102688	105-60-2	1998CHA1-1951	Review # Data last reviewed in June, 1974
Cyclohexanone, 2-cyclohexylidene-	C12H18O	-213.8	2.4	C1011127		1992MAR/KOZ710-715	Ccb
Phenanthrene, 1,2,3,4-tetrahydro-	C14H14	92.34088	1.33888	C1013087	10563-10-7	1977SHA/DAV1716-1729	Ccb # Unpublished W.D.Good
p-Benzylphenol	C13H12O	63.51312		C101531		1971BER/GIR3180-3187	Ccb
Benzene, 1,1'-methylenebis[4-isocyanato-	C15H10N2O2	188.69840000000002	20.92	C101688	10563-11-8	1975ZHU/SEL1137-1139	Ccb # Heat of combustion by 1970SEL/KON2600-2601
Dimanganese decacarbonyl	C10Mn2O10	-1585.3	4.3	C10170691		1997MAR0B	Review # Selected data.
Bicyclo[2.2.2]oct-5-ene-2,2,3,3-tetracarbonitrile	C12H8N4	687.4312000000001		C1017932	105-67-9	1972ROG106-109	Cm
Diphenylmethane	C13H12	165.0	2.2	C101815		2008ROU/TEM1855-1996	Review # There are sufficient literature values to make a qualified recommendation where the suggested value is in good agreement with values predicted using thermochemical cycles or from reliable estimates. In general, the evaluated uncertainty limits are on the order of (2 to 4) kJ/mol.
1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-	C14H22O2	-470.5	2.7	C1020311	105879-13-8	1984RIB/RIB1149-1155	Ccb
Diphenyl carbonate	C13H10O3	-311.28960000000006	8.7864	C102090		1971CAR/FIN1611-1615	Ccb # Hfusion=5.6±0.3
Dicobalt octacarbonyl	C8Co2O8	-1183.0	9.1	C10210681	10588-10-0	1997MAR0B	Review
Ethyl tert-butyl disulphide	C6H14S2	-137.2352		C102107904		1986HAW/GRI3273-3275	Ion
Norbornadieone	C7H10O	-133.888	2.9288	C10218027	106-30-9	1978STE585-590	Ccb
Benzene, 1,2,4-trimethyl-5-(1-methylethyl)-	C12H18	-103.3448		C10222954		1975VIL/PER105-112	Ccb
Benzenamine, N-ethyl-3-methyl-	C9H13N	30.5	3.8	C102272	106-32-1	1996RIB/RIB367-373	Ccb
Zirconium chloride	Cl3Zr	-524.26		C10241039		1998CHA1-1951	Review # Data last reviewed in December, 1969
cobalt trichloride	Cl3Co	-163.59		C10241040	1064-10-4	1998CHA1-1951	Review # Data last reviewed in December, 1973
molybdenum pentachloride	Cl5Mo	-447.69		C10241051		1998CHA1-1951	Review # Data last reviewed in December, 1968
Butanoic acid, 3,3-dimethyl-, methyl ester	C7H14O2	-511.7	1.6	C10250483	106-42-3	1996VER/BEC47-64	Ccb
Ferrocene	C10H10Fe	242.4	2.5	C102545		1997MAR0B	Review
Aluminum, tripropyl-	C9H21Al	-234.0	16.0	C102670	106-44-5	1997MAR0B	"Review # Liquid tripropylaluminum contains a very small molar fraction of monomer at 298 K, ca. 0.5% 1974SMI13, so that the ""real"" liquid should be described as [Al(Pr)3]2."
1-Propanamine, N,N-dipropyl-	C9H21N	-160.8	0.8	C102692		1966LEB1465-1467	
Triethanolamine	C6H15NO3	-558.3	2.7	C102716	106-46-7	1982MIN/SAB147-159	Ccr
Mercury, bis(2,2-dimethylpropyl)-	C10H22Hg	-83.0	11.0	C10284498		1997MAR0B	Review
Boron tribromide	BBr3	-204.18		C10294334	106-49-0	1998CHA1-1951	Review # Data last reviewed in December, 1964
Boron trichloride	BCl3	-402.96		C10294345		1998CHA1-1951	Review # Data last reviewed in December, 1964
caesium sulphate	Cs2O4S	-1122.57		C10294549	106562-31-6	1998CHA1-1951	Review # Data last reviewed in June, 1979
N-Phenylglycine	C8H9NO2	-268.7	2.1	C103015		1980SAB/SKO179-187	Ccr
ethyl methyl sulphite	C3H8O3S	-523.8368	2.092	C10315590	106623-85-2	1969MAC/STE2053-2059	Ccb
dichloroborane	HBCl2	-248.11		C10325390		1998CHA1-1951	Review # Data last reviewed in March, 1966
Bibenzyl	C14H14	135.60343999999998	1.29704	C103297	106623-86-3	1966COL/PIL821-827	Ccb
(E)-Stilbene	C14H12	219.6		C103300		1971LOB/KAR865-867	
1-Norbornylisocyanide	C8H11N	165.68640000000002	4.6024	C103434099	106623-87-4	1987MEI/DOG1-6	Ccb
(E)-2-Butenoic acid propyl ester	C7H12O2	-394.9696	2.9288	C10352871		1936SCH289-342	Ccb # Heat of formation derived by 1970COX/PIL1-636B
1,1,1-Ethanetricarbonitrile	C5H3N3	422.5	1.1	C10359203	1066-37-1	1994RAK/VER2225-2234	Ccr
Barium dichloride	BaCl2	-498.73		C10361372		1998CHA1-1951	Review # Data last reviewed in December, 1972
Benzene, propyl-	C9H12	7.82408	0.8368000000000001	C103651	1066-44-0	1945PRO/GIL65-70	Ccb # Hf by 1946PRO/JOH455-461
benzene-1,3,5-tricarbonitrile	C9H3N3	509.6112		C10365943		2004STE6-10	Semi
Benzenamine, N-ethyl-	C8H11N	56.0656		C103695	1066-45-1	1952VRI/HIL2732-27	Ccb
Benzene, isocyanato-	C7H5NO	-14.5	1.2	C103719		1996STE/CHI1269-1284	Ccr
Benzene, ethoxy-	C8H10O	-101.6	1.2	C103731	106-68-3	1975FEN/HAR943-954	Ccb
lithium sulphate	Li2O4S	-1041.82		C10377487		1998CHA1-1951	Review # Data last reviewed in December, 1978
lithium iodide	ILi	-91.0		C10377512	106-70-7	1998CHA1-1951	Review # Data last reviewed in June, 1966
magnesium iodide	I2Mg	-160.25		C10377589		1998CHA1-1951	Review # Data last reviewed in December, 1974
Benzyl methyl ketone	C9H10O	-94.64208		C103797	1067-08-9	1954NIC/SZW2767-2769	Ccb
1-Buten-3-yn-2-ol	C4H4O	83.0	7.0	C103905528		1986TUR/HAV683-691	Ion
Diphenyl disulfone	C12H10O4S2	-481.16	4.6024	C10409060	106-73-0	1964MAC/OHA506-509	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -114.9$(0.9) kcal/mol
1,2-Diaminopropane	C3H10N2	-53.68072	0.46024000000000004	C10424381		1975MES/FIN1029-10	Cm # hfusion=4.40±0.01 kcal/mol
Oxazole, 2-ethyl-4,5-dihydro-	C5H9NO	-148.90856000000002	1.1715200000000001	C10431988	1068-87-7	1976HAM/THO428-429	Ccb
4,5,6-Trimethyl-2,3-benzoxalene	C15H14O	2.092		C10435684		1966GEI/QUI551-556	Ccb # Author's hf298\_gas=58.4 kcal/mol
Benzene, n-butyl-	C10H14	-12.8		C104518	106-89-8	1975GOO49-59	
1-Hexanol, 2-ethyl-	C8H18O	-367.5	2.2	C104767		1960TJE180-188	
strontium bromide	Br2Sr	-407.1		C10476810	106-91-2	1998CHA1-1951	Review # Data last reviewed in June, 1974
strontium chloride	Cl2Sr	-473.21		C10476854		1998CHA1-1951	Review # Data last reviewed in December, 1972
strontium iodide	I2Sr	-274.89		C10476865	106-94-5	1998CHA1-1951	Review # Data last reviewed in June, 1974
Germane, tetraphenyl-	C24H20Ge	438.0	15.0	C1048051		1997MAR0B	Review # Selected data
Pyridine, 5-ethyl-2-methyl-	C8H11N	34.9	2.0	C104905	1069-53-0	1992GUB/GER40-41	Ccb
Diisobutyl sulfone	C8H18O2S	-535.6356800000001	2.63592	C10495451		1961MAC/OHA1070-1074	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -127.65$(0.6) kcal/mol; Heat of combustion corrected for constant pressure
Quinoline, 5,6,7,8-tetrahydro-	C9H11N	71.0	1.2	C10500579	106-95-6	1989STE/CHI1121-1149	Ccr
3-(2-Propylidene)-1-cyclopentene	C8H12	49.3712		C10514791		1991ROT/ADA2499-2521	Chyd
Acetic acid, cyano-, methyl ester	C4H5NO2	-243.3	1.1	C105340	106-97-8	1995VER/BEC1-11	Ccb
Propanoic acid, ethyl ester	C5H10O2	-466.516	0.41840000000000005	C105373		1991WIB/WAL7697-7705	Cm # Heat of hydrolysis
Dinitrogen tetroxide	N2O4	9.08		C10544726	106-98-9	1998CHA1-1951	Review # Data last reviewed in September, 1964
Dinitrogen trioxide	N2O3	82.84		C10544737		1998CHA1-1951	Review # Data last reviewed in December, 1964
Sulfur dichloride	Cl2S	-17.57		C10545990	106-99-0	1998CHA1-1951	Review # Data last reviewed in June, 1978
Sulfur pentafluoride	F5S	-908.45		C10546017		1998CHA1-1951	Review # Data last reviewed in December, 1977
9,9'-Bianthracene	C28H18	475.0		C1055238	107-00-6	2008ROU/TEM1855-1996	Review # There are insufficient literature values to properly evaluated the data and measurements are of low quality and/or there is substantial disagreement with values predicted using thermochemical cycles or estimation methods (trends).
Diethyl malonate	C7H12O4	-795.3784		C105533		2004STE6-10	Semi
barium bromide	BaBr2	-424.68		C10553318	107-03-9	1998CHA1-1951	Review # Data last reviewed in December, 1974
Butanoic acid, ethyl ester	C6H12O2	-484.92560000000003	1.2552	C105544		1991WIB/WAL7697-7705	Cm # Heat of hydrolysis
(Z)-2,5-Dimethylhex-3-ene	C8H16	-111.3		C10557445	107-05-1	1973YAT/MCD2465-2478	
Ethane, 1,1-diethoxy-	C6H14O2	-453.58744	3.0961600000000002	C105577		1968PIH/HEI2731-2732	Ccb
Isoxazole, trimethyl-	C6H9NO	-20.0832	4.184	C10557821	107-06-2	1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Diethyl carbonate	C5H10O3	-637.9	0.8	C105588		1972MAN865-871	Ccr
Caprolactam	C6H11NO	-239.6		C105602	1070-71-9	1992KAB/KOZ1-3	Ccb
Bicyclo[3.2.0]hept-1(5)-ene	C7H10	173.2176		C10563107		1991ROT/ADA2499-2521	Chyd
Bicyclo[4.2.0]oct-1(6)-ene	C8H12	96.232		C10563118	107-08-4	1991ROT/ADA2499-2521	Chyd
Phenol, 2,4-dimethyl-	C8H10O	-162.9668	0.75312	C105679		1960AND/BID5246-5254	Ccb
Trifluoromethylisocyanide	C2F3N	-417.14480000000003	29.288	C105879138	1070-87-7	1986HEN/ILL199-210	Kin
Pentanoic acid, 2-methylpropyl ester	C9H18O2	-568.6056000000001	3.7656	C10588100		1937SCH274-281	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Heptanoic acid, ethyl ester	C9H18O2	-548.104	2.092	C106309	107-10-8	1991WIB/WAL7697-7705	Cm # Heat of hydrolysis
Octanoic acid, ethyl ester	C10H20O2	-569.8607999999999	1.6736000000000002	C106321		1991WIB/WAL7697-7705	Cm # Heat of hydrolysis
Hexaphenylditin	C36H30Sn2	855.0	11.0	C1064104	107-12-0	1997MAR0B	Review # Selected data
p-Xylene	C8H10	17.949360000000002	1.00416	C106423		1946PRO/JOH455-461	Ccb
p-Cresol	C7H8O	-125.26896	1.50624	C106445	1071-26-7	1961COX125-128	Ccb
Benzene, 1,4-dichloro-	C6H4Cl2	24.6		C106467		1984PLA/SIM1630-1632	Ccr
p-Aminotoluene	C7H9N	41.8		C106490	107-13-1	1984DRA1067-1073	Ccb
Bicyclo[2.2.2]oct-2-ene, 5-(1-methylethyl)-, (1α,4α,5β)-	C11H18	-51.881600000000006	4.184	C106562316		1986VAN/BOO537-545	Kin
Bicyclo[2.2.2]oct-2-ene, 5-ethyl-, (1α,4α,5β)-	C10H16	-22.593600000000002	4.184	C106623852	107133-43-7	1986VAN/BOO537-545	Kin
Bicyclo[2.2.2]oct-2-ene, 5-ethyl-, (1α,4α,5α)-	C10H16	-30.1248	4.184	C106623863		1986VAN/BOO537-545	Kin
Bicyclo[2.2.2]oct-2-ene,5-(1-methylethyl)-,(1α,4α,5α)-	C11H18	-50.626400000000004	4.184	C106623874	1071-39-2	1986VAN/BOO537-545	Kin
bromotrimethylgermane	C3H9BrGe	-222.0		C1066371		1997MAR0B	Review # The enthalpy of formation relies on -569.0±16.7 kJ/mol for the estimated enthalpy of formation of [Ge(Me)3]2O(l) 1972BAL/LAP0.
bromotrimethylstannane	C3H9BrSn	-138.2	5.6	C1066440	107-15-3	1997MAR0B	Review # The enthalpy of formation relies on -49.7±2.0 kJ/mol for the enthalpy of formation of Sn(Me)4(l).
